Ngày đăng bài,Năm SX,Tên xe,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Tình trạng,Nhiên liệu
16/10/2025,2017,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2012,Ford Everest Limited 2.5L 4x2 AT,Lắp ráp trong nước,Hà Nội,SUV,160000,N/A,Xe cũ,Dầu
16/10/2025,2023,MG ZS Luxury 1.5 AT 2WD,Nhập khẩu,Hà Nội,Crossover,17000,N/A,Xe cũ,Xăng
16/10/2025,2020,Kia Morning AT,Lắp ráp trong nước,Hà Nội,Hatchback,42000,N/A,Xe cũ,Xăng
16/10/2025,2021,Suzuki XL7 1.5 AT,Nhập khẩu,N/A,SUV,91000,N/A,Xe cũ,Xăng
16/10/2025,2021,Toyota Camry 2.0G,Nhập khẩu,Hà Nội,Sedan,85000,N/A,Xe cũ,Xăng
16/10/2025,2023,Ford Ranger Raptor 2.0L 4x4 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,40000,N/A,Xe cũ,Dầu
16/10/2025,2019,Honda City 1.5TOP,Lắp ráp trong nước,Hà Nội,Sedan,114630,N/A,Xe cũ,Xăng
16/10/2025,2025,MG HS 1.5T DEL,Nhập khẩu,Hà Nội,Crossover,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,MG 5 Standard 1.5 AT,Nhập khẩu,TP HCM,Sedan,15000,N/A,Xe cũ,Xăng
16/10/2025,2021,Toyota Corolla altis 1.8G AT,Lắp ráp trong nước,N/A,Sedan,33000,N/A,Xe cũ,Xăng
16/10/2025,2024,Subaru Crosstrek 2.0 i-S EyeSight,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Ford Ranger Wildtrak 2.0L 4x4 AT,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2018,Ford Ranger Wildtrak 2.0L 4x4 AT,Nhập khẩu,TP HCM,Bán tải / Pickup,93000,N/A,Xe cũ,Dầu
16/10/2025,2022,Kia Carnival Luxury 2.2D,Lắp ráp trong nước,Hà Nội,Van/Minivan,48000,N/A,Xe cũ,Dầu
16/10/2025,2021,Suzuki Swift GLX 1.2 AT,Nhập khẩu,Hà Nội,Hatchback,20000,N/A,Xe cũ,Xăng
16/10/2025,2023,Toyota Avanza Premio 1.5 MT,Lắp ráp trong nước,tỉnh,SUV,80000,N/A,Xe cũ,Xăng
16/10/2025,2020,Porsche Macan 2.0,Nhập khẩu,TP HCM,SUV,56000,N/A,Xe cũ,Xăng
16/10/2025,2016,Hyundai i10 Grand 1.0 MT Base,Nhập khẩu,N/A,Hatchback,1234,N/A,Xe cũ,Xăng
16/10/2025,2018,Nissan Navara EL Premium R,Nhập khẩu,Hà Nội,Bán tải / Pickup,110000,N/A,Xe cũ,Dầu
16/10/2025,2019,Hyundai Kona 2.0 ATH,Lắp ráp trong nước,N/A,Crossover,92000,N/A,Xe cũ,Xăng
16/10/2025,2023,Ford Everest Sport 2.0L 4x2 AT,Nhập khẩu,TP HCM,SUV,38000,N/A,Xe cũ,Dầu
16/10/2025,2023,Honda CRV L,Lắp ráp trong nước,Hà Nội,SUV,20000,N/A,Xe cũ,Xăng
16/10/2025,2010,Toyota Hiace 2.7,Lắp ráp trong nước,Hà Nội,Van/Minivan,188199,N/A,Xe cũ,Xăng
16/10/2025,2025,Honda HRV e:HEV RS,Nhập khẩu,Hà Nội,Crossover,N/A,N/A,Xe mới,Hybrid
16/10/2025,2016,Mazda 6 2.0 AT,Lắp ráp trong nước,Hà Nội,Sedan,58000,N/A,Xe cũ,Xăng
16/10/2025,2020,Ford Ranger XLS 2.2L 4x2 AT,Nhập khẩu,N/A,Bán tải / Pickup,54000,N/A,Xe cũ,Dầu
16/10/2025,2022,Lexus ES 250,Nhập khẩu,Hà Nội,Sedan,40000,N/A,Xe cũ,Xăng
16/10/2025,2019,Mitsubishi Triton 4x2 AT,Nhập khẩu,N/A,Bán tải / Pickup,90000,N/A,Xe cũ,Dầu
16/10/2025,2019,Honda Brio RS,Nhập khẩu,Hà Nội,Hatchback,70000,N/A,Xe cũ,Xăng
16/10/2025,2024,Suzuki Jimny 1.5L 4x4 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2021,VinFast Lux A 2.0 2.0 AT,Lắp ráp trong nước,TP HCM,Sedan,70000,N/A,Xe cũ,Xăng
16/10/2025,2019,Toyota Innova 2.0E,Lắp ráp trong nước,TP HCM,Crossover,0,N/A,Xe cũ,Xăng
16/10/2025,2019,Honda City 1.5TOP,Lắp ráp trong nước,N/A,Sedan,80000,N/A,Xe cũ,Xăng
16/10/2025,2018,Nissan Navara EL Premium R,Nhập khẩu,Hà Nội,Bán tải / Pickup,110000,N/A,Xe cũ,Dầu
16/10/2025,2021,Audi Q5 45 TFSI Quattro,Nhập khẩu,Hà Nội,SUV,14000,N/A,Xe cũ,Xăng
16/10/2025,2022,Hyundai SantaFe Cao cấp 2.2L HTRAC,Lắp ráp trong nước,Hà Nội,SUV,48000,N/A,Xe cũ,Dầu
16/10/2025,2018,Peugeot 3008 1.6 AT,Lắp ráp trong nước,N/A,Crossover,49000,N/A,Xe cũ,Xăng
16/10/2025,2015,Mini Cooper S 5Dr,Nhập khẩu,TP HCM,Hatchback,55000,N/A,Xe cũ,Xăng
16/10/2025,2025,Lexus LX 600 Urban,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2017,Mercedes Benz C class C200,Lắp ráp trong nước,TP HCM,Sedan,71000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Everest Ambiente 2.0L 4x2 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2019,Mitsubishi Triton 4x2 AT,Nhập khẩu,N/A,Bán tải / Pickup,90000,N/A,Xe cũ,Dầu
16/10/2025,2022,Toyota Prado VX 2.7L,Nhập khẩu,Hà Nội,SUV,69500,N/A,Xe cũ,Xăng
16/10/2025,2023,VinFast VF8 Eco AWD,Lắp ráp trong nước,Hà Nội,SUV,52000,N/A,Xe cũ,Điện
16/10/2025,2022,Hyundai SantaFe Tiêu chuẩn 2.5L,Lắp ráp trong nước,Hà Nội,SUV,50000,N/A,Xe cũ,Xăng
16/10/2025,2020,Mazda 3 1.5L Luxury,Lắp ráp trong nước,Hà Nội,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Ranger Wildtrak 2.0L 4x4 AT,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2022,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,Hà Nội,SUV,18000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mitsubishi Triton Athlete 4x2 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,55000,N/A,Xe cũ,Dầu
16/10/2025,2025,Ford Ranger XLS 2.0L 4x2 AT,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2019,Kia Morning Luxury,Lắp ráp trong nước,Hà Nội,Hatchback,60000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Ranger Wildtrak 2.0L 4x4 AT,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2025,Mitsubishi Xpander Cross 1.5 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Ford Ranger XLS 2.0L 4x4 AT,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2021,Audi Q5 45 TFSI Quattro,Nhập khẩu,Hà Nội,SUV,14000,N/A,Xe cũ,Xăng
16/10/2025,2018,Peugeot 3008 1.6 AT,Lắp ráp trong nước,N/A,Crossover,49000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Corolla Cross 1.8V,Nhập khẩu,Hà Nội,SUV,38000,N/A,Xe cũ,Xăng
16/10/2025,2023,Mazda CX5 Premium Exclusive 2.0 AT,Lắp ráp trong nước,N/A,SUV,40000,N/A,Xe cũ,Xăng
16/10/2025,2024,BMW 3 Series 330i M Sport,Lắp ráp trong nước,TP HCM,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2020,VinFast Lux A 2.0 Base 2.0 AT,Lắp ráp trong nước,Hà Nội,Sedan,90000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Everest Ambiente 2.0L 4x2 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2021,LandRover Range Rover SVAutobiography LWB 3.0 I6,Nhập khẩu,Hà Nội,SUV,30000,N/A,Xe cũ,Xăng
16/10/2025,2025,VinFast VF9 Plus,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2022,Toyota Prado VX 2.7L,Nhập khẩu,Hà Nội,SUV,69500,N/A,Xe cũ,Xăng
16/10/2025,2022,Hyundai SantaFe Tiêu chuẩn 2.5L,Lắp ráp trong nước,Hà Nội,SUV,50000,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,Hà Nội,SUV,18000,N/A,Xe cũ,Xăng
16/10/2025,2023,Subaru Outback 2.5i-T EyeSight,Nhập khẩu,TP HCM,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Lexus LX 600 Urban,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Ford Ranger XLS 2.0L 4x2 AT,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2024,Toyota Camry 2.5Q,Nhập khẩu,TP HCM,Sedan,10000,N/A,Xe cũ,Xăng
16/10/2025,2024,VinFast VF8 S,Lắp ráp trong nước,Hà Nội,SUV,0,N/A,Xe cũ,Điện
16/10/2025,2025,Toyota Land Cruiser 3.5 V6,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2023,Kia Carnival Signature 3.5G,Lắp ráp trong nước,N/A,Van/Minivan,22000,N/A,Xe cũ,Xăng
16/10/2025,2025,Mitsubishi Xpander Premium 1.5 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Toyota Alphard HEV 2.5 AT,Nhập khẩu,Hà Nội,Van/Minivan,N/A,N/A,Xe mới,Hybrid
16/10/2025,2025,Hyundai Accent Cao cấp 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Territory Titanium X 1.5 AT,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2013,Mini Cooper 3Dr,Nhập khẩu,Hà Nội,Coupe,100000,N/A,Xe cũ,Xăng
16/10/2025,2024,Kia Seltos Premium 1.5 AT,Lắp ráp trong nước,Hà Nội,Crossover,4000,N/A,Xe cũ,Xăng
16/10/2025,2023,Kia Carnival Signature 2.2D,Lắp ráp trong nước,Hà Nội,Van/Minivan,28000,N/A,Xe cũ,Dầu
16/10/2025,2024,BMW 3 Series 330i M Sport,Lắp ráp trong nước,TP HCM,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Lexus LX 600 F-Sport,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2024,Toyota Camry 2.0Q,Nhập khẩu,Hà Nội,Sedan,9000,N/A,Xe cũ,Xăng
16/10/2025,2020,Toyota Fortuner 2.7V 4x2 AT,Nhập khẩu,Hà Nội,SUV,11000,N/A,Xe cũ,Xăng
16/10/2025,2021,Mercedes Benz E class E200 Exclusive,Lắp ráp trong nước,Hà Nội,Sedan,60000,N/A,Xe cũ,Xăng
16/10/2025,2025,Audi A6 S Line 40 TFSI,Nhập khẩu,Hà Nội,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2023,Lexus RX 350 Luxury,Nhập khẩu,Hà Nội,SUV,20000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Corolla Cross 1.8V,Nhập khẩu,Hà Nội,SUV,17000,N/A,Xe cũ,Xăng
16/10/2025,2013,Honda CRV 2.4 AT,Lắp ráp trong nước,Hà Nội,SUV,96000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Veloz Cross Top 1.5 CVT,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2023,Ford Transit Tiêu chuẩn,Lắp ráp trong nước,Hà Nội,Van/Minivan,80000,N/A,Xe cũ,Dầu
16/10/2025,2025,Mazda 3 1.5L Luxury,Lắp ráp trong nước,TP HCM,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2020,Kia Sorento Signature 2.2 AT AWD,Lắp ráp trong nước,TP HCM,SUV,78000,N/A,Xe cũ,Dầu
16/10/2025,2019,Hyundai Tucson 2.0 AT CRDi,Lắp ráp trong nước,Hà Nội,Crossover,60000,N/A,Xe cũ,Dầu
16/10/2025,2021,Peugeot 3008 AL,Lắp ráp trong nước,TP,Crossover,64000,N/A,Xe cũ,Xăng
16/10/2025,2024,Honda CRV e:HEV RS,Nhập khẩu,Hà Nội,SUV,35000,N/A,Xe cũ,Hybrid
16/10/2025,2025,Hyundai Accent Cao cấp 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2025,Hyundai Accent Đặc biệt 1.5 AT,Lắp ráp trong nước,Hà Nội,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Hyundai Creta Tiêu chuẩn 1.5 AT,Lắp ráp trong nước,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2016,Lexus RX 350,Nhập khẩu,Hà Nội,SUV,130000,N/A,Xe cũ,Xăng
16/10/2025,2023,Mercedes Benz S class S450 4Matic Luxury,Nhập khẩu,TP HCM,Sedan,30,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia Carens 1.5G Luxury,Lắp ráp trong nước,TP,SUV,45000,N/A,Xe cũ,Xăng
16/10/2025,2021,Kia Morning X-Line,Lắp ráp trong nước,N/A,Hatchback,480088,N/A,Xe cũ,Xăng
16/10/2025,2023,Mercedes Benz GLC 200 4Matic,Lắp ráp trong nước,Hà Nội,SUV,20000,N/A,Xe cũ,Hybrid
16/10/2025,2025,Mazda 2 1.5 AT,Nhập khẩu,TP HCM,Sedan,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Ford Everest Titanium 2.0L 4x2 AT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Dầu
16/10/2025,2024,Kia Soluto 1.4 AT Luxury,Lắp ráp trong nước,N/A,Sedan,18000,N/A,Xe cũ,Xăng
16/10/2025,2025,Ford Everest Platinum 2.0L 4x4 AT,Nhập khẩu,Hà Nội,SUV,5000,N/A,Xe cũ,Dầu
16/10/2025,2011,Kia Carens EXMT,Lắp ráp trong nước,N/A,Crossover,0,N/A,Xe cũ,Xăng
16/10/2025,2023,Mercedes Benz E class E200 Exclusive,Lắp ráp trong nước,Hà Nội,Sedan,1300,N/A,Xe cũ,Hybrid
16/10/2025,2022,Mercedes Benz S class S450 4Matic Luxury,Nhập khẩu,TP HCM,Sedan,36000,N/A,Xe cũ,Xăng
16/10/2025,2025,Suzuki XL7 Hybrid 1.5 AT,Nhập khẩu,Hà Nội,SUV,1900,N/A,Xe cũ,Hybrid
16/10/2025,2015,BMW 5 Series 520i,Nhập khẩu,Hà Nội,Sedan,77000,N/A,Xe cũ,Xăng
16/10/2025,2024,Volkswagen Teramont X Platinum 2.0 AT,Nhập khẩu,TP HCM,SUV,6000,N/A,Xe cũ,Xăng
16/10/2025,2022,Hyundai Tucson 2.0 AT Đặc biệt,Lắp ráp trong nước,Hà Nội,Crossover,60000,N/A,Xe cũ,Xăng
16/10/2025,2024,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,Hà Nội,SUV,16000,N/A,Xe cũ,Hybrid
16/10/2025,2008,Mercedes Benz GL 450 4Matic,Nhập khẩu,TP HCM,SUV,89800,N/A,Xe cũ,Xăng
16/10/2025,2016,Chevrolet Trax 1.4 LT,Nhập khẩu,TP HCM,SUV,50000,N/A,Xe cũ,Xăng
16/10/2025,2008,Porsche Cayenne GTS,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2023,Mazda 3 1.5L Luxury,Lắp ráp trong nước,N/A,Sedan,12000,N/A,Xe cũ,Xăng
16/10/2025,2019,Hyundai i10 Grand 1.2 MT,Lắp ráp trong nước,Hà Nội,Sedan,100000,N/A,Xe cũ,Xăng
16/10/2025,2024,Mitsubishi Xpander Cross 1.5 AT,Nhập khẩu,Hà Nội,SUV,28000,N/A,Xe cũ,Xăng
16/10/2025,2021,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,Hà Nội,SUV,57453,N/A,Xe cũ,Xăng
16/10/2025,2022,Mercedes Benz C class C200 Avantgarde,Lắp ráp trong nước,Hà Nội,Sedan,40000,N/A,Xe cũ,Xăng
16/10/2025,2013,Lexus LX 570,Nhập khẩu,Hà Nội,SUV,10000,N/A,Xe cũ,Xăng
16/10/2025,2015,Mercedes Benz C class C300 AMG,Lắp ráp trong nước,TP HCM,Sedan,80000,N/A,Xe cũ,Xăng
16/10/2025,2016,Mercedes Benz GLC 250 4Matic,Lắp ráp trong nước,Hà Nội,SUV,71000,N/A,Xe cũ,Xăng
16/10/2025,2019,Toyota Prado VX 2.7L,Nhập khẩu,TP HCM,SUV,80000,N/A,Xe cũ,Xăng
16/10/2025,2016,Mitsubishi Pajero Sport D 4x2 MT,Lắp ráp trong nước,TP HCM,SUV,80000,N/A,Xe cũ,Dầu
16/10/2025,2017,Hyundai i10 Grand 1.2 AT,Nhập khẩu,Hà Nội,Hatchback,43000,N/A,Xe cũ,Xăng
16/10/2025,2015,Cadillac Escalade ESV Platinum,Nhập khẩu,Hà Nội,SUV,0,N/A,Xe cũ,Xăng
16/10/2025,2020,Mercedes Benz S class S450L,Lắp ráp trong nước,TP HCM,Sedan,60000,N/A,Xe cũ,Xăng
16/10/2025,2016,Toyota Sienna Limited 3.5,Nhập khẩu,TP HCM,Van/Minivan,0,N/A,Xe cũ,Xăng
16/10/2025,2021,VinFast Lux A 2.0 Base 2.0 AT,Lắp ráp trong nước,N/A,Sedan,81000,N/A,Xe cũ,Xăng
16/10/2025,2019,Isuzu MU-X 1.9 4X2 MT,Nhập khẩu,Hà Nội,SUV,170000,N/A,Xe cũ,Dầu
16/10/2025,2020,Mercedes Benz C class C180,Lắp ráp trong nước,Hà Nội,Sedan,50000,N/A,Xe cũ,Xăng
16/10/2025,2024,Kia Carnival Signature 2.2D,Lắp ráp trong nước,TP HCM,Van/Minivan,29000,N/A,Xe cũ,Dầu
16/10/2025,2022,Mercedes Benz E class E200 Exclusive,Lắp ráp trong nước,Hà Nội,Sedan,26000,N/A,Xe cũ,Hybrid
16/10/2025,2015,Mercedes Benz C class C250 Exclusive,Lắp ráp trong nước,TP HCM,Sedan,1,N/A,Xe cũ,Xăng
16/10/2025,2022,Mitsubishi Outlander 2.0 CVT,Lắp ráp trong nước,Hà Nội,SUV,20000,N/A,Xe cũ,Xăng
16/10/2025,2012,Ford Focus 1.8 AT,Lắp ráp trong nước,TP HCM,Hatchback,60000,N/A,Xe cũ,Xăng
16/10/2025,2023,Ford Everest Titanium Plus 2.0L 4x4 AT,Nhập khẩu,Hà Nội,SUV,37000,N/A,Xe cũ,Dầu
16/10/2025,2021,Kia Seltos Premium 1.4 AT,Lắp ráp trong nước,Hà Nội,Crossover,58000,N/A,Xe cũ,Xăng
16/10/2025,2025,Isuzu Dmax Hi Lander 1.9L 4x2 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,N/A,N/A,Xe mới,Dầu
16/10/2025,2021,Toyota Vios G 1.5 CVT,Lắp ráp trong nước,TP,Sedan,48140,N/A,Xe cũ,Xăng
16/10/2025,2014,LandRover Range Rover Evoque Dynamic,Nhập khẩu,TP HCM,SUV,78000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Avanza Premio 1.5 AT,Lắp ráp trong nước,N/A,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2022,Mercedes Benz GLC 200 4Matic,Lắp ráp trong nước,N/A,SUV,29000,N/A,Xe cũ,Xăng
16/10/2025,2020,Toyota Prado VX 2.7L,Nhập khẩu,TP HCM,SUV,100000,N/A,Xe cũ,Xăng
16/10/2025,2012,Kia Morning Van 1.0 AT,Nhập khẩu,Hà Nội,Van/Minivan,120000,N/A,Xe cũ,Xăng
16/10/2025,2021,Lexus RX 300,Nhập khẩu,Hà Nội,SUV,47000,N/A,Xe cũ,Xăng
16/10/2025,2021,Ford Everest Titanium 2.0L 4x4 AT,Nhập khẩu,Hà Nội,SUV,70000,N/A,Xe cũ,Dầu
16/10/2025,2025,VinFast Herio Green AT,Lắp ráp trong nước,TP HCM,SUV,N/A,N/A,Xe mới,Điện
16/10/2025,2016,Iveco Hongyan,Nhập khẩu,Hà Nội,Truck,0,N/A,Xe cũ,Dầu
16/10/2025,2022,Kia Carnival Premium 2.2D,Lắp ráp trong nước,TP HCM,Van/Minivan,90000,N/A,Xe cũ,Dầu
16/10/2025,2022,Mercedes Benz V class V250 Luxury,Nhập khẩu,TP HCM,Van/Minivan,40000,N/A,Xe cũ,Xăng
16/10/2025,2017,Mercedes Benz C class C300 AMG,Lắp ráp trong nước,N/A,Sedan,0,N/A,Xe cũ,Xăng
16/10/2025,2021,Jeep Wrangler Sport 2.0 4x4 AT,Nhập khẩu,Hà Nội,SUV,48000,N/A,Xe cũ,Xăng
16/10/2025,2025,Lexus LX 600 Urban,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2019,Kenbo Van 650Kg,Lắp ráp trong nước,N/A,Van/Minivan,68000,N/A,Xe cũ,Xăng
16/10/2025,2020,Kia Cerato 1.6 AT Luxury,Lắp ráp trong nước,N/A,Sedan,39000,N/A,Xe cũ,Xăng
16/10/2025,2023,Hyundai SantaFe Cao cấp 2.2L HTRAC,Lắp ráp trong nước,Hà Nội,SUV,41000,N/A,Xe cũ,Dầu
16/10/2025,2021,Mitsubishi Triton 4x2 AT Mivec,Nhập khẩu,Hà Nội,Bán tải / Pickup,98000,N/A,Xe cũ,Dầu
16/10/2025,2025,VinFast VF3 Plus,Lắp ráp trong nước,Hà Nội,Hatchback,N/A,N/A,Xe mới,Điện
16/10/2025,2015,LandRover Range Rover HSE 3.0,Nhập khẩu,Hà Nội,SUV,90000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Avanza Premio 1.5 AT,Lắp ráp trong nước,N/A,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2016,Lexus GX 460,Nhập khẩu,TP HCM,SUV,68000,N/A,Xe cũ,Xăng
16/10/2025,2022,VinFast Lux A 2.0 Tiêu chuẩn,Lắp ráp trong nước,Hà Nội,Sedan,60000,N/A,Xe cũ,Xăng
16/10/2025,2018,Lexus LX 570,Nhập khẩu,Hà Nội,SUV,70000,N/A,Xe cũ,Xăng
16/10/2025,2025,Toyota Yaris Cross 1.5 D-CVT,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2019,Honda HRV L,Nhập khẩu,Hà Nội,Crossover,38000,N/A,Xe cũ,Xăng
16/10/2025,2015,Toyota Fortuner 2.7V 4x2 AT,Lắp ráp trong nước,Hà Nội,SUV,13000,N/A,Xe cũ,Xăng
16/10/2025,2021,Toyota Wigo 1.2 AT,Nhập khẩu,Hà Nội,Hatchback,0,N/A,Xe cũ,Xăng
16/10/2025,2022,Kia Carnival Premium 2.2D,Lắp ráp trong nước,Hà Nội,Van/Minivan,76000,N/A,Xe cũ,Dầu
16/10/2025,2018,Mercedes Benz GLC 250 4Matic,Lắp ráp trong nước,Hà Nội,SUV,28000,N/A,Xe cũ,Xăng
16/10/2025,2025,MG HS 1.5T LUX,Nhập khẩu,Hà Nội,Crossover,N/A,N/A,Xe mới,Xăng
16/10/2025,2016,Toyota Fortuner TRD Sportivo 4x2 AT,Lắp ráp trong nước,TP HCM,SUV,73000,N/A,Xe cũ,Xăng
16/10/2025,2018,Mercedes Benz Maybach S450 4Matic,Nhập khẩu,Hà Nội,Sedan,40000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Veloz Cross 1.5 CVT,Nhập khẩu,Cần Thơ,SUV,52000,N/A,Xe cũ,Xăng
16/10/2025,2017,Chevrolet Cruze LT 1.6L,Lắp ráp trong nước,N/A,Sedan,13000,N/A,Xe cũ,Xăng
16/10/2025,2021,Ford Ranger XLS 2.2L 4x2 AT,Nhập khẩu,Hà Nội,Bán tải / Pickup,90000,N/A,Xe cũ,Dầu
16/10/2025,2007,Lexus LS 460L,Nhập khẩu,Hà Nội,Sedan,125000,N/A,Xe cũ,Xăng
16/10/2025,2023,BMW 4 Series 430i Gran Coupe M Sport,Nhập khẩu,Hà Nội,Coupe,N/A,N/A,Xe mới,Xăng
16/10/2025,2023,Kia Carnival Signature 2.2D,Lắp ráp trong nước,Hà Nội,Van/Minivan,46000,N/A,Xe cũ,Dầu
16/10/2025,2025,Hyundai Tucson 2.0 AT Đặc biệt,Lắp ráp trong nước,Hà Nội,Crossover,N/A,N/A,Xe mới,Xăng
16/10/2025,2025,Toyota Land Cruiser 3.5 V6,Nhập khẩu,Hà Nội,SUV,N/A,N/A,Xe mới,Xăng
16/10/2025,2021,Kia Morning GT-Line,Lắp ráp trong nước,N/A,Hatchback,40000,N/A,Xe cũ,Xăng
16/10/2025,2022,VinFast Lux A 2.0 Tiêu chuẩn,Lắp ráp trong nước,Hà Nội,Sedan,60000,N/A,Xe cũ,Xăng
16/10/2025,2017,Volkswagen Tiguan Allspace,Nhập khẩu,Hà Nội,SUV,90000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Prado VX 2.7L,Nhập khẩu,Hà Nội,SUV,70000,N/A,Xe cũ,Xăng
16/10/2025,2015,Toyota Fortuner 2.7V 4x2 AT,Lắp ráp trong nước,Hà Nội,SUV,13000,N/A,Xe cũ,Xăng
16/10/2025,2021,Toyota Wigo 1.2 AT,Nhập khẩu,Hà Nội,Hatchback,0,N/A,Xe cũ,Xăng
16/10/2025,2018,Suzuki Celerio 1.0 MT,Nhập khẩu,TP HCM,Hatchback,90000,N/A,Xe cũ,Xăng
16/10/2025,2018,Mercedes Benz GLC 250 4Matic,Lắp ráp trong nước,Hà Nội,SUV,28000,N/A,Xe cũ,Xăng
16/10/2025,2016,Toyota Fortuner TRD Sportivo 4x2 AT,Lắp ráp trong nước,TP HCM,SUV,73000,N/A,Xe cũ,Xăng
16/10/2025,2022,Toyota Veloz Cross 1.5 CVT,Nhập khẩu,Cần Thơ,SUV,52000,N/A,Xe cũ,Xăng
16/10/2025,2013,Hyundai Grand Starex 2.5 MT,Nhập khẩu,Hà Nội,Van/Minivan,0,N/A,Xe cũ,Dầu
16/10/2025,2023,BMW 4 Series 430i Gran Coupe M Sport,Nhập khẩu,Hà Nội,Coupe,N/A,N/A,Xe mới,Xăng
16/10/2025,2016,Mercedes Benz GLC 300 4Matic,Lắp ráp trong nước,TP HCM,SUV,62000,N/A,Xe cũ,Xăng
16/10/2025,2021,Toyota Fortuner 2.4G 4x2 AT,Lắp ráp trong nước,Hà Nội,SUV,103000,N/A,Xe cũ,Dầu
